n_samples,delta_mean,delta_median,delta_std,delta_p10,delta_p90,class_0_count,class_1_count,flipped_count,flip_rate,acc_with_liwc,acc_without_liwc,acc_delta,n_with_labels
6849,0.15426614800062052,0.236328125,0.14813999157332527,-0.0166015625,0.30810546875,4055,2794,156,0.022777047744196234,0.9166301649875894,0.9379471455686962,-0.02131698058110676,6849
